company_id,Registration Number,Full Name,Registration Date,State,Registered Address
C 108631,C 108631,Emerald24 Financial (EU) Limited,4/6/2024,Active,"['LEVEL 3 (SUITE NO. 3335) TOWER BUSINESS CENTRE', 'TRIQ IT- TORRI, SWATAR', 'BIRKIRKARA', 'BKR 4013', 'Malta']"
C 108632,C 108632,Abela Ventures Limited,27-05-2024,Active,"['9', 'TRIQ IZ- ZAFRAN', 'MARSASKALA', 'MSK 2352', 'Malta']"
C 108633,C 108633,Sheep Ventures Ltd.,4/6/2024,Active,"['VALLETTA BUILDINGS SECOND FLOOR SUITE 7', 'TRIQ NOFS IN-NHAR', 'VALLETTA', 'VLT 1103', 'Malta']"
C 108634,C 108634,GreenEra Horticulture Ltd.,3/6/2024,Active,"['PAUL TANTI WAREHOUSE', 'Triq il- Parsott', 'Mosta Industrial Zone', 'MST 1234', 'Malta']"
C 108635,C 108635,Cineloop VFX Limited,28-05-2024,Active,"['NO.2', 'TRIQ GERALDU FARRUGIA', 'ZEBBUG', 'ZBG 4351', 'Malta']"
C 108636,C 108636,Thermo Fisher Scientific (Malta) Holdings I Limited,4/6/2024,Active,"['OFFICE 24 VERDALA BUSINESS CENTRE LEVEL 2 LM COMPLEX BREWERY STREET ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3040', 'Malta']"
C 108637,C 108637,Thermo Fisher Scientific Erie 2 Financing (Malta) Limited,4/6/2024,Active,"['OFFICE 24 VERDALA BUSINESS CENTRE LEVEL 2 LM COMPLEX BREWERY STREET ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3040', 'Malta']"
C 108638,C 108638,IdeaHive Ltd.,30-05-2024,Active,"['2 NEW YORK RESIDENCES', 'TRIQ SAN LAWRENZ', 'SAN LAWRENZ, GHAWDEX', 'SLZ 1101', 'Malta']"
C 108639,C 108639,Indo European Limited,4/6/2024,Active,"['THE CORE', ""TRIQ IL- WIED TA' L-IMSIDA"", 'MSIDA', 'MSD 9021', 'Malta']"
C 108640,C 108640,Thermo Fisher Scientific (Malta) II Limited,4/6/2024,Active,"['OFFICE 24 VERDALA BUSINESS CENTRE LEVEL 2 LM COMPLEX BREWERY STREET ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3040', 'Malta']"
C 108641,C 108641,Streamline Solutions Limited,4/6/2024,Active,"['2', 'TRIQ KANANEA', 'ATTARD', 'ATD 2707', 'Malta']"
C 108642,C 108642,Capital Charter Limited,4/6/2024,Active,"['FERRIS BUILDING NO 1 FLOOR 1', 'TRIQ SAN LUQA', 'Gwardamanga', 'PTA 1020', 'Malta']"
C 108643,C 108643,Lava Apps Ltd.,4/6/2024,Active,"['MK BUSINESS CENTRE 115A FLOOR 2', 'TRIQ IL- WIED', 'BIRKIRKARA', 'BKR 9022', 'Malta']"
C 108644,C 108644,Red Envelope Limited,14-05-2024,Active,"['ELITE BUSINESS CENTRE', ""TREJQA TA' BOX BOX"", 'MSIDA', 'MSD 1840', 'Malta']"
C 108645,C 108645,MWE Networks Ltd.,5/6/2024,Active,"['CENTRIS BUSINESS GATEWAY LEVEL 4/W TRIQ IS-SALIB TAL-IMRIEHEL ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 108646,C 108646,MEDEIS LIMITED,23-05-2024,Active,"['Q2 LEVEL 7 QUAD CENTRAL TRIQ L-ESPORTATURI', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 1040', 'Malta']"
C 108647,C 108647,Precordia Malta Limited,23-05-2024,Active,"['Q2 LEVEL 7 QUAD CENTRAL TRIQ L-ESPORTATURI', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 1040', 'Malta']"
C 108648,C 108648,The Villa Bologna Restaurant Limited,5/6/2024,Active,"['30', ""TRIQ SANT'ANTON"", 'ATTARD', 'ATD 1282', 'Malta']"
C 108649,C 108649,Vita Dolce Maritime Limited,5/6/2024,Active,"['IL-PIAZZETTA A SUITE 52 LEVEL 5', 'TRIQ IT- TORRI', 'SLIEMA', 'SLM 1607', 'Malta']"
C 108650,C 108650,HABARI Limited,5/6/2024,Active,"['LEVEL 3 (SUITE NO. 3070) TOWER BUSINESS CENTRE', 'TRIQ IT- TORRI, SWATAR', 'BIRKIRKARA', 'BKR 4013', 'Malta']"
C 108651,C 108651,Frank Fred Limited,5/6/2024,Active,"['EWROPA BUSINESS CENTRE LEVEL 3-701', 'TRIQ DUN KARM', 'BIRKIRKARA', 'BKR 9034', 'Malta']"
C 108652,C 108652,B & M LIMITED,5/6/2024,Active,"['BRIDGE POINT', 'TRIQ IL- FERROVIJA', 'SANTA VENERA', 'SVR 9017', 'Malta']"
C 108653,C 108653,BLACK HARPEA HOLDING LTD.,5/6/2024,Active,"['LEVEL 3 (SUITE NO. 3368) TOWER BUSINESS CENTRE', 'TRIQ IT- TORRI, SWATAR', 'BIRKIRKARA', 'BKR 4013', 'Malta']"
C 108654,C 108654,RUFIMO LIMITED,5/6/2024,Active,"['36', 'TRIQ SANTA DMINKA', 'RABAT, GHAWDEX', 'VCT 9030', 'Malta']"
C 108655,C 108655,HMB home & living Ltd.,5/6/2024,Active,"['P/H NO. 7', 'TRIQ L- ISKAL', 'MARSASKALA', 'MSK 2132', 'Malta']"
C 108656,C 108656,Cineloop Post Limited,28-05-2024,Active,"['NO.2', 'TRIQ GERALDU FARRUGIA', 'ZEBBUG', 'ZBG 4351', 'Malta']"
C 108657,C 108657,SS Developments Limited,5/6/2024,Active,"['NO. 12 SARDINELLA', 'TRIQ IC- CAWL', 'KAPPARA', 'SGN 4440', 'Malta']"
C 108658,C 108658,Kiji Holdings Limited,30-05-2024,Active,"['THE WATERCOURSE CENTRAL BUSINESS DISTRICT ZONE 2', 'Triq l- Imdina', 'BIRKIRKARA', 'CBD 2010', 'Malta']"
C 108659,C 108659,CT QUALITY GROUP LIMITED,29-05-2024,Active,"['16', 'TRIQ IL- FEJGEL', 'RABAT', 'RBT 1850', 'Malta']"
C 108660,C 108660,Maveli Limited,5/6/2024,Active,"['LEVEL G (OFFICE 1/1226) QUANTUM HOUSE 75', 'TRIQ L- ABATE RIGORD', 'TA XBIEX', 'XBX 1120', 'Malta']"
C 108661,C 108661,Kiji Labs Limited,30-05-2024,Active,"['THE WATERCOURSE CENTRAL BUSINESS DISTRICT ZONE 2', 'Triq l- Imdina', 'BIRKIRKARA', 'CBD 2010', 'Malta']"
C 108662,C 108662,EEP Holding Limited,5/6/2024,Active,"['APARTMENT 1141 PENDERGARDENS', ""TRIQ SANT'ANDRIJA"", 'SAN GILJAN', 'STJ 9023', 'Malta']"
C 108663,C 108663,IT-BAECKER LTD.,5/6/2024,Active,"['SOHO ST JULIANS - PUNCHBOWL CENTRE', 'TRIQ ELIJA ZAMMIT', 'SAN GILJAN', 'STJ 3154', 'Malta']"
C 108664,C 108664,BRITEX DIGITAL AGENCY HOLDING LIMITED,4/6/2024,Active,"['ELITE BUSINESS CENTRE', ""TREJQA TA' BOX BOX"", 'MSIDA', 'MSD 1840', 'Malta']"
C 108665,C 108665,GLUCK LIMITED,30-05-2024,Active,"['35', 'TRIQ ID- DEJQA', 'VALLETTA', 'VLT 1434', 'Malta']"
C 108666,C 108666,dshowdesign Ltd.,5/6/2024,Active,"['2 FALLEN AMBERS', 'TRIQ IL- QANTAR', 'SWIEQI', 'SWQ 2227', 'Malta']"
C 108667,C 108667,TBM Seed Capital Limited,5/6/2024,Active,"['NORTHLINK BUSINESS CENTRE LEVEL 2', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 108668,C 108668,GT Chartering Limited,5/6/2024,Active,"['DUPLEX SUITES FL 24', 'TRIQ IL- LAMPARA', 'BAHAR IC-CAGHAQ', 'NXR 5131', 'Malta']"
C 108669,C 108669,Helena Reich International Limited,21-06-2024,Active,"['93 ZONE 5 CENTRAL BUSINESS DISTRICT', 'TRIQ IL- MITHNA', 'QORMI', 'CBD 5090', 'Malta']"
C 108670,C 108670,BRITEX DIGITAL AGENCY LIMITED,4/6/2024,Active,"['ELITE BUSINESS CENTRE', ""TREJQA TA' BOX BOX"", 'MSIDA', 'MSD 1840', 'Malta']"
C 108671,C 108671,Blueberry (Denmark) Ltd.,30-05-2024,Active,"['THE SPACE LEVEL 2 & 3', 'TRIQ ALFRED CRAIG', 'PIETA', 'PTA 1320', 'Malta']"
C 108672,C 108672,Dino Solutions Limited,3/6/2024,Active,"['PYKETREE BUSINESS CENTRE SUITE 3 ZONE 5 CENTRAL BUSINESS DISTRICT', 'INDUSTRY STREET', 'SANTA VENERA', 'CBD 5030', 'Malta']"
C 108673,C 108673,Lucien Holding Ltd.,6/6/2024,Active,"['30/1 KENILWORTH COURT', 'TRIQ SIR AUGUSTUS BARTOLO', 'TA XBIEX', 'XBX 1093', 'Malta']"
C 108674,C 108674,ProminDelta Holding LIMITED,30-05-2024,Active,"['170 PATER HOUSE LEVEL 1 (SUITE A309)', 'TRIQ SALVU PSAILA', 'BIRKIRKARA', 'BKR 9077', 'Malta']"
C 108675,C 108675,Zirempire Media Limited,30-05-2024,Active,"['170 PATER HOUSE LEVEL 1 (SUITE A310)', 'TRIQ SALVU PSAILA', 'BIRKIRKARA', 'BKR 9077', 'Malta']"
C 108676,C 108676,Regus Infra Realty Limited,6/6/2024,Active,"['86', 'TRIQ IL- MERKANTI', 'VALLETTA', 'VLT 1177', 'Malta']"
C 108677,C 108677,LYB Capital Holdings Ltd.,6/6/2024,Active,"['6', 'SQAQ IX- XATT NRU. 2', 'PIETA', 'PTA 1611', 'Malta']"
C 108678,C 108678,Starnova Limited,10/6/2024,Active,"['OFFICE 20 SOHO THE STRAND FAWWARA BUILDING', 'TRIQ L- IMSIDA', 'GZIRA', 'GZR 1401', 'Malta']"
C 108679,C 108679,Brunch Lab Catering LTD.,10/6/2024,Active,"['JUNCTION BUSINESS CENTRE LEVEL 1', 'SQAQ LOURDES', 'SAN GILJAN', 'SWQ 3334', 'Malta']"
C 108680,C 108680,Barracuda Rooftop Ltd.,10/6/2024,Active,"['QUISISANA APARTMENTS APARTMENT NO. 1', ""IX-XATT TA' QUI-SI-SANA"", 'SLIEMA', 'SLM 3113', 'Malta']"
C 108681,C 108681,Andrew Howel Holding Ltd.,10/6/2024,Active,"['152 / NO.9', 'TRIQ IN- NAXXAR', 'SAN GWANN', 'SGN 9030', 'Malta']"
C 108682,C 108682,Acorn Connect Limited,10/6/2024,Active,"['CASA MUSCAT', 'TRIQ IL- PRINJOL, L-EWWEL TRIQ GDIDA FI', 'IKLIN', 'IKL 1890', 'Malta']"
C 108683,C 108683,Edge Enterprise Ltd.,10/6/2024,Active,"['NORTHLINK BUSINESS CENTRE LEVEL 2', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 108684,C 108684,EMN CAPITAL LIMITED,10/6/2024,Active,"['LEVEL 3B CENTRIS BUSINESS GATEWAY II TRIQ IS-SALIB TAL-IMRIEHEL ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 108685,C 108685,Fresh.Land Ltd.,10/6/2024,Active,"['NORTHLINK BUSINESS CENTRE LEVEL 2', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 108686,C 108686,Wind Magic Charters Limited,10/6/2024,Active,"['BRAINSTON ADVISORY 264', 'TRIQ IL- KBIRA', 'MELLIEHA', 'MLH 2317', 'Malta']"
C 108687,C 108687,Kalimera Services Ltd.,10/6/2024,Active,"['SOHO THE STRAND - FAWWARA BUILDING', 'TRIQ L- IMSIDA', 'GZIRA', 'GZR 1401', 'Malta']"
C 108688,C 108688,Oliveira And Partners Ltd.,10/6/2024,Active,"['86', 'TRIQ IL- MERKANTI', 'VALLETTA', 'VLT 1177', 'Malta']"
C 108689,C 108689,Aurora3 Assets Holding Limited,10/6/2024,Active,"['NO. 8 REGENT HOUSE OFFICE 21', 'TRIQ BISAZZA', 'SLIEMA', 'SLM 1640', 'Malta']"
C 108690,C 108690,Maran Investments Ltd.,10/6/2024,Active,"['102 SUITE 3', 'TRIQ SANTA KATERINA', 'ATTARD', 'ATD 2605', 'Malta']"
C 108691,C 108691,Crystal Mansions Limited,10/6/2024,Active,"['MARGARET', 'TRIQ IL- MITHNA L-QADIMA', 'MELLIEHA', 'MLH 1344', 'Malta']"
C 108692,C 108692,Komolov Art Company LIMITED,10/6/2024,Active,"['11', 'WIED HAL BALZAN', 'BALZAN', 'BZN 1408', 'Malta']"
C 108693,C 108693,Vaganti Holdings Limited,10/6/2024,Active,"['WH.1 HARD ROCKS INDUSTRIAL PARK', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 108695,C 108695,SMFJ DEVELOPMENT LTD.,29-05-2024,Active,"['44', 'TRIQ TAHT PUTIRJAL', 'RABAT, GHAWDEX', 'VCT 1344', 'Malta']"
C 108696,C 108696,Schatz Limited,5/6/2024,Active,"['Q2 LEVEL 7 QUAD CENTRAL TRIQ L-ESPORTATURI', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 1040', 'Malta']"
C 108697,C 108697,LYB Capital Ltd.,10/6/2024,Active,"['6', 'SQAQ IX- XATT NRU. 2', 'PIETA', 'PTA 1611', 'Malta']"
C 108698,C 108698,Wilson Analytics Ltd.,10/6/2024,Active,"['ADD MALTA LEVEL 2 HARDROCKS BUSINESS PARK', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 108699,C 108699,KB Hospitality Limited,10/6/2024,Active,"['ONSITE BUILDINGS OFFICE 1', 'TRIQ IL- WIED', 'BIRKIRKARA', 'BKR 9021', 'Malta']"
C 108700,C 108700,Health Direct Central Ltd.,10/6/2024,Active,"['BUSUTTIL BUILDING ZONE 1', 'TRIQ IL- GHADAM (CENTRAL BUSINESS DISTRICT)', 'BIRKIRKARA', 'CBD 1060', 'Malta']"
C 108701,C 108701,Health Direct Ideal Ltd.,10/6/2024,Active,"['BUSUTTIL BUILDING ZONE 1', 'TRIQ IL- GHADAM (CENTRAL BUSINESS DISTRICT)', 'BIRKIRKARA', 'CBD 1060', 'Malta']"
C 108702,C 108702,Health Direct Nigret Ltd.,10/6/2024,Active,"['BUSUTTIL BUILDING ZONE 1', 'TRIQ IL- GHADAM (CENTRAL BUSINESS DISTRICT)', 'BIRKIRKARA', 'CBD 1060', 'Malta']"
C 108703,C 108703,Taffrail LTD.,10/6/2024,Active,"['THE CORE', ""TRIQ IL- WIED TA' L-IMSIDA"", 'MSIDA', 'MSD 9021', 'Malta']"
C 108704,C 108704,TM Group Holdings Limited,5/6/2024,Active,"['PYKETREE BUSINESS CENTRE SUITE 3 ZONE 5 CENTRAL BUSINESS DISTRICT', 'INDUSTRY STREET', 'SANTA VENERA', 'CBD 5030', 'Malta']"
C 108705,C 108705,CALTOMIA LTD.,10/6/2024,Active,"['NORTHLINK BUSINESS CENTRE LEVEL 2', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 108706,C 108706,Cryptic Ventures Limited,10/6/2024,Active,"['TRIDENT PARK NOTABILE GARDENS NO.2 - LEVEL 3 MDINA ROAD ZONE 2', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 2010', 'Malta']"
C 108707,C 108707,GAL VI Ltd.,11/6/2024,Active,"['106', 'TRIQ L- INDIPENDENZA', 'ZEBBUG', 'ZBG 2524', 'Malta']"
C 108708,C 108708,Lignor Trading Limited,11/6/2024,Active,"['NO. 8 REGENT HOUSE OFFICE 22', 'TRIQ BISAZZA', 'SLIEMA', 'SLM 1640', 'Malta']"
C 108709,C 108709,Jet Adept Limited,11/6/2024,Active,"['12', 'TRIQ IL- LUQ', 'ZABBAR', 'ZBR 4100', 'Malta']"
C 108710,C 108710,Solvix Consultancy Holding Ltd.,11/6/2024,Active,"['AA PH CAMILLERI BUILDINGS', 'TRIQ L- ORATORJU', 'NAXXAR', 'NXR 2504', 'Malta']"
C 108711,C 108711,MD Executive Services Limited,30-05-2024,Active,"['PYKETREE BUSINESS CENTRE SUITE 3 INDUSTRY STREET ZONE 5 CENTRAL BUSINESS DISTRICT', 'INDUSTRY STREET', 'SANTA VENERA', 'CBD 5030', 'Malta']"
C 108712,C 108712,ZD Ventures Ltd.,11/6/2024,Active,"['23', 'TRIQ NOFS IN-NHAR', 'VALLETTA', 'VLT 1102', 'Malta']"
C 108713,C 108713,Prio1 Limited,28-05-2024,Active,"['PENTHOUSE 9 BLOCK B KINGSTON RESIDENCE', 'TRIQ MRO. DIRJANU LANZON', 'RABAT, GHAWDEX', 'VCT 2750', 'Malta']"
C 108714,C 108714,EEP Limited,11/6/2024,Active,"['APARTMENT 1141 PENDERGARDENS', ""TRIQ SANT'ANDRIJA"", 'SAN GILJAN', 'STJ 9023', 'Malta']"
C 108715,C 108715,Garnet Media Limited,6/6/2024,Active,"['OFFICE NO 205 OFFICE 6 PINTO HOUSE', ""XATT L- GHASSARA TA' L-GHENEB"", 'MARSA', 'MRS 1912', 'Malta']"
C 108716,C 108716,Datek Malta Limited,11/6/2024,Active,"['8', 'MISRAH IL- KNISJA', 'BIRZEBBUGA', 'BBG 2032', 'Malta']"
C 108717,C 108717,Socios Europe Services Limited,11/6/2024,Active,"['14 EAST/LEVEL 7', 'TRIQ TAS- SLIEMA', 'GZIRA', 'GZR 1639', 'Malta']"
C 108718,C 108718,KATFENIX HOLDING LTD.,11/6/2024,Active,"['LEVEL 5 CAROLINA COURT', ""TRIQ GIUSEPPE CALI'"", 'TA XBIEX', 'XBX 1425', 'Malta']"
C 108719,C 108719,Day One Advisory Ltd.,11/6/2024,Active,"['34', 'TRIQ PH. SKIPPON', 'NAXXAR', 'NXR 4121', 'Malta']"
C 108720,C 108720,SERVIO REAL ESTATE LIMITED,11/6/2024,Active,"['2', 'TRIQ SIR AUGUSTUS BARTOLO', 'TA XBIEX', 'XBX 1091', 'Malta']"
C 108721,C 108721,GRNR APP MT LIMITED,11/6/2024,Active,"['119 KENDAL COURT FLAT 4', 'TRIQ IL- GRANMASTRI', 'MARSASKALA', 'MSK 3827', 'Malta']"
C 108722,C 108722,Aurora3 Assets Limited,11/6/2024,Active,"['NO. 8 REGENT HOUSE OFFICE 21', 'TRIQ BISAZZA', 'SLIEMA', 'SLM 1640', 'Malta']"
C 108723,C 108723,DANZAH DEVELOPERS Limited,11/6/2024,Active,"['90 CHERISH', 'TRIQ F.M. FERRETTI', 'BIRZEBBUGA', 'BBG 1015', 'Malta']"
C 108724,C 108724,Oasis Software Holdings Limited,11/6/2024,Active,"['171', 'TRIQ L- IFRAN', 'VALLETTA', 'VLT 1455', 'Malta']"
C 108725,C 108725,Johnson Controls Malta Financing Ltd.,11/6/2024,Active,"['LEVEL 1 LM COMPLEX BREWERY STREET ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3040', 'Malta']"
C 108726,C 108726,BLUE CLAY (BUGIBBA) LIMITED,11/6/2024,Active,"['72', 'TRIQ MATTIA PRETI', 'RABAT, GHAWDEX', 'VCT 2833', 'Malta']"
C 108727,C 108727,Innovative Hub Ltd.,12/6/2024,Active,"['ASHNAT MAIS B', 'Triq Kilin (Mikiel Spiteri)', 'RABAT', 'RBT 1901', 'Malta']"
C 108728,C 108728,AIMX Models Co. Limited,12/6/2024,Active,"['LA PROVVIDA', 'TRIQ KARM ZERAFA', 'BIRKIRKARA', 'BKR 1713', 'Malta']"
C 108729,C 108729,AKR Recruitment LIMITED,12/6/2024,Active,"['ST. THOMAS HOSPITAL', 'TRIQ IL- BELT VALLETTA', 'QORMI', 'QRM 3617', 'Malta']"
C 108730,C 108730,The Deployer Limited,12/6/2024,Active,"['72', 'TRIQ SAN PIJU V', 'SLIEMA', 'SLM 1427', 'Malta']"
C 108731,C 108731,Excel Housing Limited,12/6/2024,Active,"['72', 'TRIQ MATTIA PRETI', 'RABAT, GHAWDEX', 'VCT 2833', 'Malta']"
C 108732,C 108732,Excel Finance P.L.C.,12/6/2024,Active,"['72', 'TRIQ MATTIA PRETI', 'RABAT, GHAWDEX', 'VCT 2833', 'Malta']"
C 108733,C 108733,Oasis Software Malta Limited,11/6/2024,Active,"['171', 'TRIQ L- IFRAN', 'VALLETTA', 'VLT 1455', 'Malta']"
C 108734,C 108734,Ryan Mallia Group Limited,13-06-2024,Active,"['BLACK FRIARS FLAT 2 STAR COMPLEX', 'TRIQ ANTON MANWEL CARUANA', 'BAHAR IC-CAGHAQ', 'NXR 5036', 'Malta']"
C 108735,C 108735,ICRO Property Appraisal Ltd.,13-06-2024,Active,"['102 SUITE 3', 'TRIQ SANTA KATERINA', 'ATTARD', 'ATD 2605', 'Malta']"
C 108736,C 108736,EDUBOOSTED LTD.,13-06-2024,Active,"['LEVEL 5 CAROLINA COURT', ""TRIQ GIUSEPPE CALI'"", 'TA XBIEX', 'XBX 1425', 'Malta']"
C 108737,C 108737,WOLF NAVIGATION LIMITED,13-06-2024,Active,"['18/2', 'TRIQ NOFS IN-NHAR', 'VALLETTA', 'VLT 1102', 'Malta']"
C 108738,C 108738,Li Media Marketing Limited,13-06-2024,Active,"['14 FL5', 'TRIQ CUSCHIERI', 'GZIRA', 'GZR 1163', 'Malta']"
C 108739,C 108739,Kinico Limited,13-06-2024,Active,"['THE GLENS', ""TRIQ TA' L- IBRAG"", 'SWIEQI', 'SWQ 2034', 'Malta']"
C 108740,C 108740,HBH Trading Co Ltd.,13-06-2024,Active,"['THE CORE', ""TRIQ IL- WIED TA' L-IMSIDA"", 'MSIDA', 'MSD 9021', 'Malta']"
C 108741,C 108741,Wazdan Innovations Limited,13-06-2024,Active,"['2', 'TRIQ SIR AUGUSTUS BARTOLO', 'TA XBIEX', 'XBX 1091', 'Malta']"
C 108742,C 108742,Honey Ryder Ltd.,13-06-2024,Active,"['WHITEHALL MANSIONS LEVEL 2', ""IX-XATT TA' XBIEX"", 'TA XBIEX', 'XBX 1026', 'Malta']"
C 108743,C 108743,REYCAT LIMITED,12/6/2024,Active,"['VAULT 14 LEVEL 2', 'XATT PINTO', 'FLORIANA', 'FRN 1914', 'Malta']"
C 108744,C 108744,NCWH LIMITED,13-06-2024,Active,"['FLT 44', 'SQAQ LUZJU', 'SLIEMA', 'SLM 1730', 'Malta']"
C 108745,C 108745,FLITEWATCH HOLDINGS LIMITED,13-06-2024,Active,"['FORNI COMPLEX 1E LEVEL 2 VALLETTA WATERFRONT', 'XATT PINTO', 'FLORIANA', 'FRN 1913', 'Malta']"
C 108746,C 108746,FARMIVA LIMITED,11/6/2024,Active,"['4 VILLA AGIUS CATANIA', 'TRIQ IL- WILGA', 'MARSAXLOKK', 'MXK 1320', 'Malta']"
C 108747,C 108747,Ruby Licensing Subsidiary Ltd.,14-06-2024,Active,"['CENTRIS BUSINESS GATEWAY LEVEL 4/W TRIQ IS-SALIB TAL-IMRIEHEL ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 108748,C 108748,Avnet Overseas Holdings Limited,11/6/2024,Active,"['85', 'TRIQ SAN GWANN', 'VALLETTA', 'VLT 1165', 'Malta']"
C 108749,C 108749,Avnet Group Finance Limited,11/6/2024,Active,"['85', 'TRIQ SAN GWANN', 'VALLETTA', 'VLT 1165', 'Malta']"
C 108750,C 108750,Bebi Family Group Limited,13-06-2024,Active,"['ELITE BUSINESS CENTRE', ""TREJQA TA' BOX BOX"", 'MSIDA', 'MSD 1840', 'Malta']"
C 108751,C 108751,AFX Investments Limited,13-06-2024,Active,"['VALLEY LODGE', ""TAL- PALMA, LIMITI TA' L-"", 'MGARR', 'MGR 2901', 'Malta']"
C 108752,C 108752,KATFENIX LTD.,14-06-2024,Active,"['LEVEL 5 CAROLINA COURT', ""TRIQ GIUSEPPE CALI'"", 'TA XBIEX', 'XBX 1425', 'Malta']"
C 108753,C 108753,DEMACAM HOLDINGS LIMITED,14-06-2024,Active,"['115 VEDUTA', ""TAL- FJURI, LIMITI TA'"", 'SAN PAWL IL-BAHAR', 'SPB 3922', 'Malta']"
C 108754,C 108754,Paradox Management Limited,14-06-2024,Active,"['TIGNE PLACE BLOCK 35 OFFICE 2/3', ""TRIQ TIGNE'"", 'SLIEMA', 'SLM 3173', 'Malta']"
C 108755,C 108755,Haast Investments Ltd.,3/6/2024,Active,"['36', 'TRIQ MANOEL DE VILHENA', 'GZIRA', 'GZR 1012', 'Malta']"
C 108756,C 108756,Kanaloa Limited,5/6/2024,Active,"['PYKETREE BUSINESS CENTRE SUITE 3 ZONE 5', 'INDUSTRY STREET', 'SANTA VENERA', 'CBD 5030', 'Malta']"
C 108757,C 108757,Stack Technology Ltd.,14-06-2024,Active,"['86', 'TRIQ IL- MERKANTI', 'VALLETTA', 'VLT 1177', 'Malta']"
C 108758,C 108758,Elyx Holding Limited,6/6/2024,Active,"['THE WATERCOURSE ZONE 2 MDINA ROAD', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 2010', 'Malta']"
C 108759,C 108759,MALTEX DATA LTD.,17-06-2024,Active,"['ROOM 4 OFFICE 18 BLOCK 19 VINCENTI BUILDINGS', 'STRAIT STREET', 'VALLETTA', 'VLT 1432', 'Malta']"
C 108760,C 108760,BEBI FAMILY GAMES LIMITED,13-06-2024,Active,"['ELITE BUSINESS CENTRE', ""TREJQA TA' BOX BOX"", 'MSIDA', 'MSD 1840', 'Malta']"
C 108762,C 108762,NOVA SPHERE LIMITED,17-06-2024,Active,"['23 FLOOR 3/6', 'TRIQ HOMPESCH', 'FGURA', 'FGR 2010', 'Malta']"
C 108763,C 108763,Pyaza Limited,17-06-2024,Active,"['29 IOLITE', 'TRIQ SAN GWANN', 'GHARGHUR', 'GHR 1301', 'Malta']"
C 108764,C 108764,Honey Ryder Leasing Ltd.,17-06-2024,Active,"['WHITEHALL MANSIONS LEVEL 2', ""IX-XATT TA' XBIEX"", 'TA XBIEX', 'XBX 1026', 'Malta']"
C 108765,C 108765,Inclusive Ltd.,17-06-2024,Active,"['25 FLAT 2', 'TRIQ L- IMDINA', 'KIRKOP', 'KKP 1617', 'Malta']"
C 108766,C 108766,LVMA MALTA Ltd.,17-06-2024,Active,"['36 FLT 3', 'TRIQ L- ABBATE SAVOIA', 'NAXXAR', 'NXR 1141', 'Malta']"
C 108767,C 108767,Ocean Whale Holdings LTD.,17-06-2024,Active,"['ROOM 4 OFFICE 18 BLOCK 19 VINCENTI BUILDINGS', 'STRAIT STREET', 'VALLETTA', 'VLT 1432', 'Malta']"
C 108768,C 108768,MAIN CASTLE LTD.,17-06-2024,Active,"['JULIUS COURT FLAT 5', 'TRIQ GULJU', 'SAN PAWL IL-BAHAR', 'SPB 2617', 'Malta']"
C 108769,C 108769,FliteWatch Ltd.,17-06-2024,Active,"['FORNI COMPLEX 1E LEVEL 2 VALLETTA WATERFRONT', 'XATT PINTO', 'FLORIANA', 'FRN 1913', 'Malta']"
C 108771,C 108771,IDXM Limited,18-06-2024,Active,"['DENCI 4', 'TRIQ IR- RABAT', 'XLENDI, GHAWDEX', 'XLN 1100', 'Malta']"
C 108772,C 108772,JPS WORKS LTD.,17-06-2024,Active,"['15', 'TRIQ DUN GEJTANU MANNARINO', 'BIRKIRKARA', 'BKR 9085', 'Malta']"
